"","Gene"
"4341","ENSMUSG00000034485"
"4342","ENSMUSG00000034487"
"4343","ENSMUSG00000034488"
"4344","ENSMUSG00000034501"
"4345","ENSMUSG00000034509"
"4346","ENSMUSG00000034518"
"4347","ENSMUSG00000034520"
"4348","ENSMUSG00000034525"
"4349","ENSMUSG00000034544"
"4350","ENSMUSG00000034557"
"4351","ENSMUSG00000034560"
"4352","ENSMUSG00000034566"
"4353","ENSMUSG00000034574"
"4354","ENSMUSG00000034591"
"4355","ENSMUSG00000034593"
"4356","ENSMUSG00000034595"
"4357","ENSMUSG00000034602"
"4358","ENSMUSG00000034610"
"4359","ENSMUSG00000034612"
"4360","ENSMUSG00000034614"
"4361","ENSMUSG00000034616"
"4362","ENSMUSG00000034617"
"4363","ENSMUSG00000034620"
"4364","ENSMUSG00000034621"
"4365","ENSMUSG00000034640"
"4366","ENSMUSG00000034647"
"4367","ENSMUSG00000034659"
"4368","ENSMUSG00000034667"
"4369","ENSMUSG00000034674"
"4370","ENSMUSG00000034675"
"4371","ENSMUSG00000034681"
"4372","ENSMUSG00000034684"
"4373","ENSMUSG00000034707"
"4374","ENSMUSG00000034708"
"4375","ENSMUSG00000034709"
"4376","ENSMUSG00000034714"
"4377","ENSMUSG00000034723"
"4378","ENSMUSG00000034729"
"4379","ENSMUSG00000034744"
"4380","ENSMUSG00000034751"
"4381","ENSMUSG00000034757"
"4382","ENSMUSG00000034758"
"4383","ENSMUSG00000034761"
"4384","ENSMUSG00000034762"
"4385","ENSMUSG00000034765"
"4386","ENSMUSG00000034771"
"4387","ENSMUSG00000034781"
"4388","ENSMUSG00000034789"
"4389","ENSMUSG00000034793"
"4390","ENSMUSG00000034807"
"4391","ENSMUSG00000034820"
"4392","ENSMUSG00000034826"
"4393","ENSMUSG00000034832"
"4394","ENSMUSG00000034850"
"4395","ENSMUSG00000034854"
"4396","ENSMUSG00000034867"
"4397","ENSMUSG00000034868"
"4398","ENSMUSG00000034875"
"4399","ENSMUSG00000034880"
"4400","ENSMUSG00000034889"
"4401","ENSMUSG00000034893"
"4402","ENSMUSG00000034902"
"4403","ENSMUSG00000034906"
"4404","ENSMUSG00000034908"
"4405","ENSMUSG00000034910"
"4406","ENSMUSG00000034926"
"4407","ENSMUSG00000034928"
"4408","ENSMUSG00000034931"
"4409","ENSMUSG00000034932"
"4410","ENSMUSG00000034936"
"4411","ENSMUSG00000034947"
"4412","ENSMUSG00000034951"
"4413","ENSMUSG00000034957"
"4414","ENSMUSG00000034973"
"4415","ENSMUSG00000034981"
"4416","ENSMUSG00000034993"
"4417","ENSMUSG00000035011"
"4418","ENSMUSG00000035021"
"4419","ENSMUSG00000035024"
"4420","ENSMUSG00000035027"
"4421","ENSMUSG00000035047"
"4422","ENSMUSG00000035049"
"4423","ENSMUSG00000035064"
"4424","ENSMUSG00000035069"
"4425","ENSMUSG00000035086"
"4426","ENSMUSG00000035093"
"4427","ENSMUSG00000035104"
"4428","ENSMUSG00000035105"
"4429","ENSMUSG00000035107"
"4430","ENSMUSG00000035133"
"4431","ENSMUSG00000035139"
"4432","ENSMUSG00000035152"
"4433","ENSMUSG00000035158"
"4434","ENSMUSG00000035171"
"4435","ENSMUSG00000035173"
"4436","ENSMUSG00000035181"
"4437","ENSMUSG00000035198"
"4438","ENSMUSG00000035199"
"4439","ENSMUSG00000035202"
"4440","ENSMUSG00000035203"
"4441","ENSMUSG00000035206"
"4442","ENSMUSG00000035212"
"4443","ENSMUSG00000035227"
"4444","ENSMUSG00000035245"
"4445","ENSMUSG00000035247"
"4446","ENSMUSG00000035248"
"4447","ENSMUSG00000035258"
"4448","ENSMUSG00000035268"
"4449","ENSMUSG00000035274"
"4450","ENSMUSG00000035278"
"4451","ENSMUSG00000035279"
"4452","ENSMUSG00000035293"
"4453","ENSMUSG00000035297"
"4454","ENSMUSG00000035311"
"4455","ENSMUSG00000035325"
"4456","ENSMUSG00000035342"
"4457","ENSMUSG00000035351"
"4458","ENSMUSG00000035356"
"4459","ENSMUSG00000035357"
"4460","ENSMUSG00000035365"
"4461","ENSMUSG00000035367"
"4462","ENSMUSG00000035372"
"4463","ENSMUSG00000035382"
"4464","ENSMUSG00000035397"
"4465","ENSMUSG00000035399"
"4466","ENSMUSG00000035401"
"4467","ENSMUSG00000035413"
"4468","ENSMUSG00000035437"
"4469","ENSMUSG00000035439"
"4470","ENSMUSG00000035443"
"4471","ENSMUSG00000035455"
"4472","ENSMUSG00000035478"
"4473","ENSMUSG00000035493"
"4474","ENSMUSG00000035495"
"4475","ENSMUSG00000035505"
"4476","ENSMUSG00000035517"
"4477","ENSMUSG00000035521"
"4478","ENSMUSG00000035529"
"4479","ENSMUSG00000035545"
"4480","ENSMUSG00000035559"
"4481","ENSMUSG00000035569"
"4482","ENSMUSG00000035572"
"4483","ENSMUSG00000035575"
"4484","ENSMUSG00000035585"
"4485","ENSMUSG00000035595"
"4486","ENSMUSG00000035597"
"4487","ENSMUSG00000035621"
"4488","ENSMUSG00000035623"
"4489","ENSMUSG00000035629"
"4490","ENSMUSG00000035632"
"4491","ENSMUSG00000035637"
"4492","ENSMUSG00000035649"
"4493","ENSMUSG00000035666"
"4494","ENSMUSG00000035673"
"4495","ENSMUSG00000035674"
"4496","ENSMUSG00000035683"
"4497","ENSMUSG00000035697"
"4498","ENSMUSG00000035704"
"4499","ENSMUSG00000035722"
"4500","ENSMUSG00000035726"
"4501","ENSMUSG00000035754"
"4502","ENSMUSG00000035770"
"4503","ENSMUSG00000035772"
"4504","ENSMUSG00000035778"
"4505","ENSMUSG00000035781"
"4506","ENSMUSG00000035790"
"4507","ENSMUSG00000035799"
"4508","ENSMUSG00000035824"
"4509","ENSMUSG00000035828"
"4510","ENSMUSG00000035834"
"4511","ENSMUSG00000035851"
"4512","ENSMUSG00000035863"
"4513","ENSMUSG00000035890"
"4514","ENSMUSG00000035898"
"4515","ENSMUSG00000035900"
"4516","ENSMUSG00000035901"
"4517","ENSMUSG00000035914"
"4518","ENSMUSG00000035941"
"4519","ENSMUSG00000035949"
"4520","ENSMUSG00000035953"
"4521","ENSMUSG00000035969"
"4522","ENSMUSG00000036002"
"4523","ENSMUSG00000036023"
"4524","ENSMUSG00000036026"
"4525","ENSMUSG00000036036"
"4526","ENSMUSG00000036046"
"4527","ENSMUSG00000036057"
"4528","ENSMUSG00000036087"
"4529","ENSMUSG00000036093"
"4530","ENSMUSG00000036097"
"4531","ENSMUSG00000036099"
"4532","ENSMUSG00000036103"
"4533","ENSMUSG00000036104"
"4534","ENSMUSG00000036106"
"4535","ENSMUSG00000036112"
"4536","ENSMUSG00000036138"
"4537","ENSMUSG00000036144"
"4538","ENSMUSG00000036158"
"4539","ENSMUSG00000036160"
"4540","ENSMUSG00000036167"
"4541","ENSMUSG00000036180"
"4542","ENSMUSG00000036181"
"4543","ENSMUSG00000036188"
"4544","ENSMUSG00000036197"
"4545","ENSMUSG00000036199"
"4546","ENSMUSG00000036214"
"4547","ENSMUSG00000036223"
"4548","ENSMUSG00000036241"
"4549","ENSMUSG00000036246"
"4550","ENSMUSG00000036256"
"4551","ENSMUSG00000036257"
"4552","ENSMUSG00000036270"
"4553","ENSMUSG00000036273"
"4554","ENSMUSG00000036275"
"4555","ENSMUSG00000036299"
"4556","ENSMUSG00000036315"
"4557","ENSMUSG00000036323"
"4558","ENSMUSG00000036333"
"4559","ENSMUSG00000036339"
"4560","ENSMUSG00000036352"
"4561","ENSMUSG00000036356"
"4562","ENSMUSG00000036368"
"4563","ENSMUSG00000036371"
"4564","ENSMUSG00000036372"
"4565","ENSMUSG00000036391"
"4566","ENSMUSG00000036398"
"4567","ENSMUSG00000036402"
"4568","ENSMUSG00000036412"
"4569","ENSMUSG00000036427"
"4570","ENSMUSG00000036430"
"4571","ENSMUSG00000036435"
"4572","ENSMUSG00000036450"
"4573","ENSMUSG00000036459"
"4574","ENSMUSG00000036461"
"4575","ENSMUSG00000036478"
"4576","ENSMUSG00000036499"
"4577","ENSMUSG00000036501"
"4578","ENSMUSG00000036503"
"4579","ENSMUSG00000036513"
"4580","ENSMUSG00000036533"
"4581","ENSMUSG00000036545"
"4582","ENSMUSG00000036550"
"4583","ENSMUSG00000036552"
"4584","ENSMUSG00000036564"
"4585","ENSMUSG00000036565"
"4586","ENSMUSG00000036580"
"4587","ENSMUSG00000036591"
"4588","ENSMUSG00000036599"
"4589","ENSMUSG00000036606"
"4590","ENSMUSG00000036613"
"4591","ENSMUSG00000036632"
"4592","ENSMUSG00000036636"
"4593","ENSMUSG00000036639"
"4594","ENSMUSG00000036644"
"4595","ENSMUSG00000036646"
"4596","ENSMUSG00000036667"
"4597","ENSMUSG00000036672"
"4598","ENSMUSG00000036676"
"4599","ENSMUSG00000036686"
"4600","ENSMUSG00000036693"
"4601","ENSMUSG00000036698"
"4602","ENSMUSG00000036707"
"4603","ENSMUSG00000036712"
"4604","ENSMUSG00000036718"
"4605","ENSMUSG00000036737"
"4606","ENSMUSG00000036748"
"4607","ENSMUSG00000036752"
"4608","ENSMUSG00000036764"
"4609","ENSMUSG00000036777"
"4610","ENSMUSG00000036810"
"4611","ENSMUSG00000036817"
"4612","ENSMUSG00000036820"
"4613","ENSMUSG00000036822"
"4614","ENSMUSG00000036833"
"4615","ENSMUSG00000036835"
"4616","ENSMUSG00000036845"
"4617","ENSMUSG00000036850"
"4618","ENSMUSG00000036854"
"4619","ENSMUSG00000036856"
"4620","ENSMUSG00000036860"
"4621","ENSMUSG00000036867"
"4622","ENSMUSG00000036873"
"4623","ENSMUSG00000036879"
"4624","ENSMUSG00000036880"
"4625","ENSMUSG00000036893"
"4626","ENSMUSG00000036908"
"4627","ENSMUSG00000036918"
"4628","ENSMUSG00000036934"
"4629","ENSMUSG00000036940"
"4630","ENSMUSG00000036943"
"4631","ENSMUSG00000036966"
"4632","ENSMUSG00000036968"
"4633","ENSMUSG00000036975"
"4634","ENSMUSG00000036977"
"4635","ENSMUSG00000036980"
"4636","ENSMUSG00000036983"
"4637","ENSMUSG00000036986"
"4638","ENSMUSG00000036989"
"4639","ENSMUSG00000036990"
"4640","ENSMUSG00000036992"
"4641","ENSMUSG00000036995"
"4642","ENSMUSG00000037003"
"4643","ENSMUSG00000037012"
"4644","ENSMUSG00000037013"
"4645","ENSMUSG00000037017"
"4646","ENSMUSG00000037022"
"4647","ENSMUSG00000037029"
"4648","ENSMUSG00000037032"
"4649","ENSMUSG00000037033"
"4650","ENSMUSG00000037035"
"4651","ENSMUSG00000037049"
"4652","ENSMUSG00000037058"
"4653","ENSMUSG00000037060"
"4654","ENSMUSG00000037062"
"4655","ENSMUSG00000037071"
"4656","ENSMUSG00000037075"
"4657","ENSMUSG00000037085"
"4658","ENSMUSG00000037089"
"4659","ENSMUSG00000037104"
"4660","ENSMUSG00000037111"
"4661","ENSMUSG00000037119"
"4662","ENSMUSG00000037148"
"4663","ENSMUSG00000037149"
"4664","ENSMUSG00000037152"
"4665","ENSMUSG00000037174"
"4666","ENSMUSG00000037190"
"4667","ENSMUSG00000037197"
"4668","ENSMUSG00000037204"
"4669","ENSMUSG00000037206"
"4670","ENSMUSG00000037210"
"4671","ENSMUSG00000037214"
"4672","ENSMUSG00000037221"
"4673","ENSMUSG00000037225"
"4674","ENSMUSG00000037234"
"4675","ENSMUSG00000037235"
"4676","ENSMUSG00000037236"
"4677","ENSMUSG00000037239"
"4678","ENSMUSG00000037242"
"4679","ENSMUSG00000037243"
"4680","ENSMUSG00000037251"
"4681","ENSMUSG00000037253"
"4682","ENSMUSG00000037254"
"4683","ENSMUSG00000037257"
"4684","ENSMUSG00000037260"
"4685","ENSMUSG00000037262"
"4686","ENSMUSG00000037266"
"4687","ENSMUSG00000037270"
"4688","ENSMUSG00000037278"
"4689","ENSMUSG00000037286"
"4690","ENSMUSG00000037287"
"4691","ENSMUSG00000037295"
"4692","ENSMUSG00000037300"
"4693","ENSMUSG00000037306"
"4694","ENSMUSG00000037313"
"4695","ENSMUSG00000037321"
"4696","ENSMUSG00000037339"
"4697","ENSMUSG00000037349"
"4698","ENSMUSG00000037351"
"4699","ENSMUSG00000037361"
"4700","ENSMUSG00000037362"
"4701","ENSMUSG00000037363"
"4702","ENSMUSG00000037364"
"4703","ENSMUSG00000037370"
"4704","ENSMUSG00000037376"
"4705","ENSMUSG00000037379"
"4706","ENSMUSG00000037400"
"4707","ENSMUSG00000037410"
"4708","ENSMUSG00000037415"
"4709","ENSMUSG00000037419"
"4710","ENSMUSG00000037443"
"4711","ENSMUSG00000037455"
"4712","ENSMUSG00000037458"
"4713","ENSMUSG00000037461"
"4714","ENSMUSG00000037463"
"4715","ENSMUSG00000037465"
"4716","ENSMUSG00000037470"
"4717","ENSMUSG00000037474"
"4718","ENSMUSG00000037486"
"4719","ENSMUSG00000037487"
"4720","ENSMUSG00000037499"
"4721","ENSMUSG00000037503"
"4722","ENSMUSG00000037514"
"4723","ENSMUSG00000037519"
"4724","ENSMUSG00000037523"
"4725","ENSMUSG00000037531"
"4726","ENSMUSG00000037533"
"4727","ENSMUSG00000037536"
"4728","ENSMUSG00000037544"
"4729","ENSMUSG00000037552"
"4730","ENSMUSG00000037553"
"4731","ENSMUSG00000037570"
"4732","ENSMUSG00000037572"
"4733","ENSMUSG00000037594"
"4734","ENSMUSG00000037601"
"4735","ENSMUSG00000037608"
"4736","ENSMUSG00000037621"
"4737","ENSMUSG00000037624"
"4738","ENSMUSG00000037628"
"4739","ENSMUSG00000037643"
"4740","ENSMUSG00000037649"
"4741","ENSMUSG00000037652"
"4742","ENSMUSG00000037656"
"4743","ENSMUSG00000037669"
"4744","ENSMUSG00000037679"
"4745","ENSMUSG00000037710"
"4746","ENSMUSG00000037712"
"4747","ENSMUSG00000037720"
"4748","ENSMUSG00000037722"
"4749","ENSMUSG00000037725"
"4750","ENSMUSG00000037736"
"4751","ENSMUSG00000037740"
"4752","ENSMUSG00000037773"
"4753","ENSMUSG00000037787"
"4754","ENSMUSG00000037788"
"4755","ENSMUSG00000037815"
"4756","ENSMUSG00000037816"
"4757","ENSMUSG00000037820"
"4758","ENSMUSG00000037822"
"4759","ENSMUSG00000037824"
"4760","ENSMUSG00000037847"
"4761","ENSMUSG00000037851"
"4762","ENSMUSG00000037852"
"4763","ENSMUSG00000037855"
"4764","ENSMUSG00000037857"
"4765","ENSMUSG00000037868"
"4766","ENSMUSG00000037876"
"4767","ENSMUSG00000037892"
"4768","ENSMUSG00000037896"
"4769","ENSMUSG00000037902"
"4770","ENSMUSG00000037905"
"4771","ENSMUSG00000037916"
"4772","ENSMUSG00000037933"
"4773","ENSMUSG00000037935"
"4774","ENSMUSG00000037936"
"4775","ENSMUSG00000037938"
"4776","ENSMUSG00000037940"
"4777","ENSMUSG00000037949"
"4778","ENSMUSG00000037957"
"4779","ENSMUSG00000037958"
"4780","ENSMUSG00000037960"
"4781","ENSMUSG00000037965"
"4782","ENSMUSG00000037966"
"4783","ENSMUSG00000037972"
"4784","ENSMUSG00000037990"
"4785","ENSMUSG00000037992"
"4786","ENSMUSG00000037993"
"4787","ENSMUSG00000038000"
"4788","ENSMUSG00000038005"
"4789","ENSMUSG00000038013"
"4790","ENSMUSG00000038014"
"4791","ENSMUSG00000038023"
"4792","ENSMUSG00000038024"
"4793","ENSMUSG00000038028"
"4794","ENSMUSG00000038034"
"4795","ENSMUSG00000038039"
"4796","ENSMUSG00000038046"
"4797","ENSMUSG00000038047"
"4798","ENSMUSG00000038058"
"4799","ENSMUSG00000038059"
"4800","ENSMUSG00000038065"
"4801","ENSMUSG00000038074"
"4802","ENSMUSG00000038079"
"4803","ENSMUSG00000038084"
"4804","ENSMUSG00000038116"
"4805","ENSMUSG00000038119"
"4806","ENSMUSG00000038121"
"4807","ENSMUSG00000038127"
"4808","ENSMUSG00000038143"
"4809","ENSMUSG00000038145"
"4810","ENSMUSG00000038146"
"4811","ENSMUSG00000038150"
"4812","ENSMUSG00000038152"
"4813","ENSMUSG00000038155"
"4814","ENSMUSG00000038170"
"4815","ENSMUSG00000038172"
"4816","ENSMUSG00000038175"
"4817","ENSMUSG00000038181"
"4818","ENSMUSG00000038187"
"4819","ENSMUSG00000038205"
"4820","ENSMUSG00000038206"
"4821","ENSMUSG00000038212"
"4822","ENSMUSG00000038213"
"4823","ENSMUSG00000038215"
"4824","ENSMUSG00000038217"
"4825","ENSMUSG00000038235"
"4826","ENSMUSG00000038241"
"4827","ENSMUSG00000038244"
"4828","ENSMUSG00000038252"
"4829","ENSMUSG00000038271"
"4830","ENSMUSG00000038279"
"4831","ENSMUSG00000038280"
"4832","ENSMUSG00000038286"
"4833","ENSMUSG00000038290"
"4834","ENSMUSG00000038296"
"4835","ENSMUSG00000038299"
"4836","ENSMUSG00000038312"
"4837","ENSMUSG00000038335"
"4838","ENSMUSG00000038346"
"4839","ENSMUSG00000038365"
"4840","ENSMUSG00000038366"
"4841","ENSMUSG00000038371"
"4842","ENSMUSG00000038375"
"4843","ENSMUSG00000038379"
"4844","ENSMUSG00000038383"
"4845","ENSMUSG00000038387"
"4846","ENSMUSG00000038388"
"4847","ENSMUSG00000038393"
"4848","ENSMUSG00000038398"
"4849","ENSMUSG00000038400"
"4850","ENSMUSG00000038406"
"4851","ENSMUSG00000038416"
"4852","ENSMUSG00000038417"
"4853","ENSMUSG00000038418"
"4854","ENSMUSG00000038422"
"4855","ENSMUSG00000038429"
"4856","ENSMUSG00000038437"
"4857","ENSMUSG00000038446"
"4858","ENSMUSG00000038451"
"4859","ENSMUSG00000038462"
"4860","ENSMUSG00000038463"
"4861","ENSMUSG00000038467"
"4862","ENSMUSG00000038482"
"4863","ENSMUSG00000038489"
"4864","ENSMUSG00000038497"
"4865","ENSMUSG00000038502"
"4866","ENSMUSG00000038503"
"4867","ENSMUSG00000038508"
"4868","ENSMUSG00000038510"
"4869","ENSMUSG00000038520"
"4870","ENSMUSG00000038521"
"4871","ENSMUSG00000038525"
"4872","ENSMUSG00000038527"
"4873","ENSMUSG00000038530"
"4874","ENSMUSG00000038539"
"4875","ENSMUSG00000038542"
"4876","ENSMUSG00000038543"
"4877","ENSMUSG00000038544"
"4878","ENSMUSG00000038545"
"4879","ENSMUSG00000038546"
"4880","ENSMUSG00000038563"
"4881","ENSMUSG00000038587"
"4882","ENSMUSG00000038593"
"4883","ENSMUSG00000038604"
"4884","ENSMUSG00000038607"
"4885","ENSMUSG00000038611"
"4886","ENSMUSG00000038612"
"4887","ENSMUSG00000038615"
"4888","ENSMUSG00000038619"
"4889","ENSMUSG00000038628"
"4890","ENSMUSG00000038633"
"4891","ENSMUSG00000038644"
"4892","ENSMUSG00000038646"
"4893","ENSMUSG00000038648"
"4894","ENSMUSG00000038650"
"4895","ENSMUSG00000038664"
"4896","ENSMUSG00000038668"
"4897","ENSMUSG00000038671"
"4898","ENSMUSG00000038679"
"4899","ENSMUSG00000038683"
"4900","ENSMUSG00000038685"
"4901","ENSMUSG00000038695"
"4902","ENSMUSG00000038696"
"4903","ENSMUSG00000038712"
"4904","ENSMUSG00000038718"
"4905","ENSMUSG00000038721"
"4906","ENSMUSG00000038722"
"4907","ENSMUSG00000038729"
"4908","ENSMUSG00000038732"
"4909","ENSMUSG00000038733"
"4910","ENSMUSG00000038736"
"4911","ENSMUSG00000038759"
"4912","ENSMUSG00000038762"
"4913","ENSMUSG00000038766"
"4914","ENSMUSG00000038774"
"4915","ENSMUSG00000038776"
"4916","ENSMUSG00000038780"
"4917","ENSMUSG00000038784"
"4918","ENSMUSG00000038806"
"4919","ENSMUSG00000038807"
"4920","ENSMUSG00000038812"
"4921","ENSMUSG00000038816"
"4922","ENSMUSG00000038827"
"4923","ENSMUSG00000038828"
"4924","ENSMUSG00000038843"
"4925","ENSMUSG00000038845"
"4926","ENSMUSG00000038848"
"4927","ENSMUSG00000038855"
"4928","ENSMUSG00000038866"
"4929","ENSMUSG00000038871"
"4930","ENSMUSG00000038872"
"4931","ENSMUSG00000038876"
"4932","ENSMUSG00000038880"
"4933","ENSMUSG00000038884"
"4934","ENSMUSG00000038886"
"4935","ENSMUSG00000038909"
"4936","ENSMUSG00000038914"
"4937","ENSMUSG00000038936"
"4938","ENSMUSG00000038943"
"4939","ENSMUSG00000038949"
"4940","ENSMUSG00000038957"
"4941","ENSMUSG00000038965"
"4942","ENSMUSG00000038967"
"4943","ENSMUSG00000038975"
"4944","ENSMUSG00000038976"
"4945","ENSMUSG00000039000"
"4946","ENSMUSG00000039007"
"4947","ENSMUSG00000039018"
"4948","ENSMUSG00000039033"
"4949","ENSMUSG00000039043"
"4950","ENSMUSG00000039047"
"4951","ENSMUSG00000039050"
"4952","ENSMUSG00000039055"
"4953","ENSMUSG00000039065"
"4954","ENSMUSG00000039067"
"4955","ENSMUSG00000039069"
"4956","ENSMUSG00000039081"
"4957","ENSMUSG00000039089"
"4958","ENSMUSG00000039096"
"4959","ENSMUSG00000039100"
"4960","ENSMUSG00000039103"
"4961","ENSMUSG00000039108"
"4962","ENSMUSG00000039114"
"4963","ENSMUSG00000039126"
"4964","ENSMUSG00000039128"
"4965","ENSMUSG00000039130"
"4966","ENSMUSG00000039148"
"4967","ENSMUSG00000039153"
"4968","ENSMUSG00000039159"
"4969","ENSMUSG00000039163"
"4970","ENSMUSG00000039168"
"4971","ENSMUSG00000039176"
"4972","ENSMUSG00000039178"
"4973","ENSMUSG00000039182"
"4974","ENSMUSG00000039183"
"4975","ENSMUSG00000039191"
"4976","ENSMUSG00000039197"
"4977","ENSMUSG00000039202"
"4978","ENSMUSG00000039205"
"4979","ENSMUSG00000039208"
"4980","ENSMUSG00000039217"
"4981","ENSMUSG00000039219"
"4982","ENSMUSG00000039230"
"4983","ENSMUSG00000039233"
"4984","ENSMUSG00000039234"
"4985","ENSMUSG00000039236"
"4986","ENSMUSG00000039239"
"4987","ENSMUSG00000039242"
"4988","ENSMUSG00000039246"
"4989","ENSMUSG00000039254"
"4990","ENSMUSG00000039262"
"4991","ENSMUSG00000039263"
"4992","ENSMUSG00000039275"
"4993","ENSMUSG00000039285"
"4994","ENSMUSG00000039286"
"4995","ENSMUSG00000039294"
"4996","ENSMUSG00000039298"
"4997","ENSMUSG00000039308"
"4998","ENSMUSG00000039316"
"4999","ENSMUSG00000039318"
"5000","ENSMUSG00000039345"
"5001","ENSMUSG00000039361"
"5002","ENSMUSG00000039367"
"5003","ENSMUSG00000039377"
"5004","ENSMUSG00000039384"
"5005","ENSMUSG00000039405"
"5006","ENSMUSG00000039427"
"5007","ENSMUSG00000039449"
"5008","ENSMUSG00000039450"
"5009","ENSMUSG00000039456"
"5010","ENSMUSG00000039476"
"5011","ENSMUSG00000039477"
"5012","ENSMUSG00000039480"
"5013","ENSMUSG00000039483"
"5014","ENSMUSG00000039485"
"5015","ENSMUSG00000039497"
"5016","ENSMUSG00000039501"
"5017","ENSMUSG00000039509"
"5018","ENSMUSG00000039512"
"5019","ENSMUSG00000039515"
"5020","ENSMUSG00000039536"
"5021","ENSMUSG00000039542"
"5022","ENSMUSG00000039568"
"5023","ENSMUSG00000039585"
"5024","ENSMUSG00000039601"
"5025","ENSMUSG00000039607"
"5026","ENSMUSG00000039630"
"5027","ENSMUSG00000039640"
"5028","ENSMUSG00000039646"
"5029","ENSMUSG00000039656"
"5030","ENSMUSG00000039660"
"5031","ENSMUSG00000039662"
"5032","ENSMUSG00000039671"
"5033","ENSMUSG00000039678"
"5034","ENSMUSG00000039680"
"5035","ENSMUSG00000039682"
"5036","ENSMUSG00000039683"
"5037","ENSMUSG00000039693"
"5038","ENSMUSG00000039715"
"5039","ENSMUSG00000039735"
"5040","ENSMUSG00000039737"
"5041","ENSMUSG00000039740"
"5042","ENSMUSG00000039745"
"5043","ENSMUSG00000039748"
"5044","ENSMUSG00000039753"
"5045","ENSMUSG00000039756"
"5046","ENSMUSG00000039759"
"5047","ENSMUSG00000039765"
"5048","ENSMUSG00000039768"
"5049","ENSMUSG00000039770"
"5050","ENSMUSG00000039771"
"5051","ENSMUSG00000039795"
"5052","ENSMUSG00000039801"
"5053","ENSMUSG00000039804"
"5054","ENSMUSG00000039813"
"5055","ENSMUSG00000039828"
"5056","ENSMUSG00000039831"
"5057","ENSMUSG00000039844"
"5058","ENSMUSG00000039849"
"5059","ENSMUSG00000039850"
"5060","ENSMUSG00000039852"
"5061","ENSMUSG00000039883"
"5062","ENSMUSG00000039886"
"5063","ENSMUSG00000039887"
"5064","ENSMUSG00000039899"
"5065","ENSMUSG00000039910"
"5066","ENSMUSG00000039911"
"5067","ENSMUSG00000039917"
"5068","ENSMUSG00000039929"
"5069","ENSMUSG00000039943"
"5070","ENSMUSG00000039952"
"5071","ENSMUSG00000039953"
"5072","ENSMUSG00000039959"
"5073","ENSMUSG00000039960"
"5074","ENSMUSG00000039976"
"5075","ENSMUSG00000039983"
"5076","ENSMUSG00000039988"
"5077","ENSMUSG00000039989"
"5078","ENSMUSG00000039994"
"5079","ENSMUSG00000040006"
"5080","ENSMUSG00000040007"
"5081","ENSMUSG00000040010"
"5082","ENSMUSG00000040018"
"5083","ENSMUSG00000040025"
"5084","ENSMUSG00000040028"
"5085","ENSMUSG00000040029"
"5086","ENSMUSG00000040033"
"5087","ENSMUSG00000040034"
"5088","ENSMUSG00000040043"
"5089","ENSMUSG00000040044"
"5090","ENSMUSG00000040048"
"5091","ENSMUSG00000040054"
"5092","ENSMUSG00000040084"
"5093","ENSMUSG00000040097"
"5094","ENSMUSG00000040112"
"5095","ENSMUSG00000040118"
"5096","ENSMUSG00000040123"
"5097","ENSMUSG00000040124"
"5098","ENSMUSG00000040128"
"5099","ENSMUSG00000040133"
"5100","ENSMUSG00000040139"
"5101","ENSMUSG00000040146"
"5102","ENSMUSG00000040151"
"5103","ENSMUSG00000040174"
"5104","ENSMUSG00000040177"
"5105","ENSMUSG00000040188"
"5106","ENSMUSG00000040195"
"5107","ENSMUSG00000040209"
"5108","ENSMUSG00000040212"
"5109","ENSMUSG00000040219"
"5110","ENSMUSG00000040220"
"5111","ENSMUSG00000040225"
"5112","ENSMUSG00000040234"
"5113","ENSMUSG00000040236"
"5114","ENSMUSG00000040242"
"5115","ENSMUSG00000040249"
"5116","ENSMUSG00000040250"
"5117","ENSMUSG00000040260"
"5118","ENSMUSG00000040263"
"5119","ENSMUSG00000040269"
"5120","ENSMUSG00000040272"
"5121","ENSMUSG00000040274"
"5122","ENSMUSG00000040280"
"5123","ENSMUSG00000040296"
"5124","ENSMUSG00000040297"
"5125","ENSMUSG00000040312"
